,index,pose,keypoints
1366,1366,PEACE,"[0.0, 0.0, 0.0, 0.14782608695652175, -0.14347826086956522, -9.200892590090758e-05, 0.1956521739130435, -0.34782608695652173, -0.00011433064671094776, 0.1391304347826087, -0.5217391304347826, -0.00013564183393678712, 0.0391304347826087, -0.6434782608695652, -0.00015094040262090896, 0.21739130434782608, -0.45217391304347826, -2.800525992889245e-05, 0.30869565217391304, -0.6739130434782609, -7.418123333778844e-05, 0.34782608695652173, -0.8043478260869565, -0.00010420587457173022, 0.3739130434782609, -0.9173913043478261, -0.0001233927069064145, 0.11304347826086956, -0.4826086956521739, -2.6542889123774054e-05, 0.1782608695652174, -0.7304347826086957, -7.820816687048255e-05, 0.21304347826086956, -0.8869565217391304, -0.0001165750126389135, 0.23478260869565218, -1.0, -0.00013988343327370152, 0.004347826086956522, -0.4652173913043478, -4.083806301369093e-05, 0.013043478260869565, -0.6434782608695652, -0.00014376578505052946, 0.05652173913043478, -0.5826086956521739, -0.00019173738482634135, 0.08695652173913043, -0.4956521739130435, -0.00019484413116302953, -0.1, -0.4260869565217391, -6.178451192548219e-05, -0.1, -0.5782608695652174, -0.0001504926875146912, -0.0391304347826087, -0.5695652173913044, -0.00018264997645993074, 0.021739130434782608, -0.5217391304347826, -0.00019009367336825957]"
1367,1367,PEACE,"[0.0, 0.0, 0.0, 0.14655172413793102, -0.14655172413793102, -9.047476758502367e-05, 0.19827586206896552, -0.34913793103448276, -0.00010914927050499767, 0.14655172413793102, -0.5258620689655172, -0.00012832704087555096, 0.04310344827586207, -0.6379310344827587, -0.00014178077424423135, 0.22413793103448276, -0.45689655172413796, -1.0384924074212998e-05, 0.3103448275862069, -0.6724137931034483, -4.851904688752617e-05, 0.3448275862068966, -0.8017241379310345, -7.564691592935545e-05, 0.36637931034482757, -0.9137931034482759, -9.419376342746404e-05, 0.11637931034482758, -0.4870689655172414, -9.629626484101648e-06, 0.17672413793103448, -0.7327586206896551, -5.417447110730712e-05, 0.21120689655172414, -0.8836206896551724, -9.501433087348624e-05, 0.23706896551724138, -1.0, -0.00012103472088716868, 0.01293103448275862, -0.4698275862068966, -2.522610929855185e-05, 0.01293103448275862, -0.6379310344827587, -0.00012498815310183983, 0.0603448275862069, -0.5775862068965517, -0.00018034189641504138, 0.09051724137931035, -0.4956896551724138, -0.0001891019004945888, -0.09482758620689655, -0.43103448275862066, -4.736171801570875e-05, -0.09913793103448276, -0.5775862068965517, -0.00013227480486834557, -0.034482758620689655, -0.5646551724137931, -0.0001661475929980411, 0.02586206896551724, -0.5086206896551724, -0.00017594963463758286]"
1368,1368,PEACE,"[0.0, 0.0, 0.0, 0.15151515151515152, -0.14285714285714285, -8.301708909979901e-05, 0.20346320346320346, -0.3463203463203463, -9.887086830479512e-05, 0.15151515151515152, -0.5194805194805194, -0.00011709977004042706, 0.047619047619047616, -0.6277056277056277, -0.00013056605746085265, 0.22943722943722944, -0.45454545454545453, -1.021567702062215e-05, 0.31601731601731603, -0.6753246753246753, -5.00274825160097e-05, 0.35064935064935066, -0.8051948051948052, -7.896715829764365e-05, 0.3722943722943723, -0.922077922077922, -9.940547165282116e-05, 0.12554112554112554, -0.48484848484848486, -1.4149219714921918e-05, 0.18181818181818182, -0.7316017316017316, -6.105151960983692e-05, 0.22077922077922077, -0.8831168831168831, -0.00010170862834814578, 0.24242424242424243, -1.0, -0.00012782434862537056, 0.017316017316017316, -0.47186147186147187, -3.298462007915058e-05, 0.021645021645021644, -0.6493506493506493, -0.000133604628390768, 0.0735930735930736, -0.5757575757575758, -0.00017963754067812918, 0.09956709956709957, -0.48484848484848486, -0.0001812982299381496, -0.09090909090909091, -0.4329004329004329, -5.7964761808008985e-05, -0.08225108225108226, -0.5844155844155844, -0.00014261034835592247, -0.021645021645021644, -0.5497835497835498, -0.0001655334948473654, 0.030303030303030304, -0.47186147186147187, -0.00016590179865618042]"
1369,1369,PEACE,"[0.0, 0.0, 0.0, 0.15859030837004406, -0.13656387665198239, -6.422625978763935e-05, 0.21145374449339208, -0.3436123348017621, -7.155102157665246e-05, 0.16299559471365638, -0.5198237885462555, -8.418626263823279e-05, 0.048458149779735685, -0.6079295154185022, -9.437873074419174e-05, 0.23788546255506607, -0.44933920704845814, 1.3584868582062286e-06, 0.32599118942731276, -0.6696035242290749, -2.9659520861797932e-05, 0.3656387665198238, -0.8061674008810573, -5.465206678894649e-05, 0.3876651982378855, -0.920704845814978, -7.411992925136626e-05, 0.13215859030837004, -0.4845814977973568, -9.247408082768791e-06, 0.19823788546255505, -0.7268722466960352, -4.5456282050273504e-05, 0.23788546255506607, -0.8766519823788547, -8.020263084250925e-05, 0.2643171806167401, -1.0, -0.00010461011746663881, 0.022026431718061675, -0.4713656387665198, -3.206903903711736e-05, 0.030837004405286344, -0.6519823788546255, -0.00012259732883689687, 0.07929515418502203, -0.5770925110132159, -0.00016386469983076734, 0.10572687224669604, -0.4889867841409692, -0.00016610174486047897, -0.0881057268722467, -0.43171806167400884, -5.934121030825351e-05, -0.06607929515418502, -0.5814977973568282, -0.00014154358091090745, -0.004405286343612335, -0.5286343612334802, -0.00015977247664339218, 0.04405286343612335, -0.43612334801762115, -0.0001575812510432546]"
1370,1370,PEACE,"[0.0, 0.0, 0.0, 0.16517857142857142, -0.13839285714285715, -7.100973814035325e-05, 0.21875, -0.3482142857142857, -8.160660911725261e-05, 0.16071428571428573, -0.53125, -9.54094083804234e-05, 0.044642857142857144, -0.6294642857142857, -0.00010543137892124069, 0.25, -0.45089285714285715, -2.964730992260911e-06, 0.34375, -0.6651785714285714, -3.891859074097884e-05, 0.38392857142857145, -0.8035714285714286, -6.640860132581647e-05, 0.40625, -0.9196428571428571, -8.769017448224352e-05, 0.14285714285714285, -0.48660714285714285, -1.1409167901226575e-05, 0.20982142857142858, -0.7276785714285714, -5.3886699060257115e-05, 0.25, -0.8794642857142857, -8.935507157659117e-05, 0.2767857142857143, -1.0, -0.0001126037684758988, 0.03125, -0.4732142857142857, -3.2701289117349166e-05, 0.04017857142857143, -0.6517857142857143, -0.00013298243686930635, 0.08928571428571429, -0.5669642857142857, -0.00017141703020889004, 0.11160714285714286, -0.47767857142857145, -0.00016882662299063815, -0.08482142857142858, -0.42857142857142855, -5.831589875983566e-05, -0.05357142857142857, -0.5669642857142857, -0.00014943618763345917, 0.008928571428571428, -0.5044642857142857, -0.0001660639044653221, 0.044642857142857144, -0.4107142857142857, -0.0001605394652603057]"
1371,1371,PEACE,"[0.0, 0.0, 0.0, 0.1590909090909091, -0.1318181818181818, -7.60678504482309e-05, 0.21818181818181817, -0.3409090909090909, -9.367877087204203e-05, 0.15454545454545454, -0.5181818181818182, -0.00011170954844562753, 0.045454545454545456, -0.6272727272727273, -0.00012563905233081, 0.2636363636363636, -0.4636363636363636, -2.0842686580703106e-05, 0.35454545454545455, -0.6727272727272727, -6.752316055721766e-05, 0.39545454545454545, -0.8045454545454546, -0.00010082199808620502, 0.42272727272727273, -0.9227272727272727, -0.00012442288051346396, 0.15454545454545454, -0.4954545454545455, -3.027712184330188e-05, 0.22272727272727272, -0.7363636363636363, -8.327168136229479e-05, 0.2636363636363636, -0.8772727272727273, -0.00012335009850633323, 0.2863636363636364, -1.0, -0.00014691867250682188, 0.031818181818181815, -0.4727272727272727, -5.137216870152046e-05, 0.04090909090909091, -0.65, -0.0001667768404369047, 0.08636363636363636, -0.5636363636363636, -0.00020525873362412417, 0.10454545454545454, -0.4772727272727273, -0.0001997022091469024, -0.09090909090909091, -0.41363636363636364, -7.578842827613966e-05, -0.045454545454545456, -0.5409090909090909, -0.00018763248871067617, 0.01818181818181818, -0.45, -0.00020350674652989525, 0.045454545454545456, -0.34545454545454546, -0.00019191850293160748]"
1372,1372,PEACE,"[0.0, 0.0, 0.0, 0.17209302325581396, -0.12558139534883722, -8.222501632240195e-05, 0.23255813953488372, -0.33488372093023255, -9.660226308483288e-05, 0.17209302325581396, -0.5302325581395348, -0.00011098827727466392, 0.06046511627906977, -0.6465116279069767, -0.00012096729036834616, 0.27906976744186046, -0.4604651162790698, -1.4798709801964854e-05, 0.37209302325581395, -0.6744186046511628, -6.505814223249556e-05, 0.4186046511627907, -0.813953488372093, -9.680488422320597e-05, 0.44651162790697674, -0.9302325581395349, -0.0001157311955941443, 0.16279069767441862, -0.4883720930232558, -2.180679197035821e-05, 0.2372093023255814, -0.7348837209302326, -8.833995905880582e-05, 0.2837209302325581, -0.8837209302325582, -0.00013200517824377004, 0.3116279069767442, -1.0, -0.0001503771664182972, 0.04186046511627907, -0.46511627906976744, -4.100326269326086e-05, 0.06511627906976744, -0.6186046511627907, -0.00017763055854912678, 0.10232558139534884, -0.5116279069767442, -0.00021357429056127668, 0.11627906976744186, -0.4186046511627907, -0.00019475748539818152, -0.08372093023255814, -0.4046511627906977, -6.311586250553562e-05, -0.03255813953488372, -0.5209302325581395, -0.00018816614734033083, 0.018604651162790697, -0.413953488372093, -0.00019728149952737663, 0.037209302325581395, -0.3023255813953488, -0.0001730559193895472]"
1373,1373,PEACE,"[0.0, 0.0, 0.0, 0.16901408450704225, -0.12206572769953052, -8.314608578957162e-05, 0.23943661971830985, -0.3333333333333333, -9.819361766185978e-05, 0.18309859154929578, -0.5258215962441315, -0.00011412354488054771, 0.07511737089201878, -0.647887323943662, -0.00012491900766965788, 0.29577464788732394, -0.45539906103286387, -1.2436651237409715e-05, 0.39436619718309857, -0.6713615023474179, -6.698350282348797e-05, 0.4413145539906103, -0.8075117370892019, -0.00010117971767009004, 0.47417840375586856, -0.9248826291079812, -0.00012159254205345408, 0.1784037558685446, -0.4835680751173709, -2.117111793782649e-05, 0.25821596244131456, -0.7323943661971831, -9.474459349276174e-05, 0.3051643192488263, -0.8779342723004695, -0.00014139207521801124, 0.3380281690140845, -1.0, -0.00016063127575072743, 0.051643192488262914, -0.4647887323943662, -4.24868726744996e-05, 0.07981220657276995, -0.6197183098591549, -0.0001864504757762053, 0.11267605633802817, -0.5023474178403756, -0.00021795822906668617, 0.12206572769953052, -0.40375586854460094, -0.0001934697097316692, -0.07511737089201878, -0.4084507042253521, -6.693202210990336e-05, -0.028169014084507043, -0.5211267605633803, -0.00019663732582141395, 0.023474178403755867, -0.4084507042253521, -0.00020242184466326042, 0.03755868544600939, -0.3004694835680751, -0.0001740426531280808]"
1374,1374,PEACE,"[0.0, 0.0, 0.0, 0.1596244131455399, -0.12206572769953052, -8.868311488746437e-05, 0.2347417840375587, -0.3333333333333333, -0.0001021695052699356, 0.1784037558685446, -0.5211267605633803, -0.00011453917429934604, 0.06572769953051644, -0.6431924882629108, -0.00012103107854688071, 0.3004694835680751, -0.460093896713615, -7.300170520792703e-06, 0.39906103286384975, -0.6713615023474179, -5.958630214308869e-05, 0.4507042253521127, -0.8075117370892019, -9.388735417922858e-05, 0.4835680751173709, -0.92018779342723, -0.00011297747314150304, 0.18309859154929578, -0.48826291079812206, -1.4089794109955799e-05, 0.26291079812206575, -0.7370892018779343, -8.233348874592965e-05, 0.30985915492957744, -0.8826291079812206, -0.00012782237020910587, 0.3427230046948357, -1.0, -0.0001439865534759515, 0.056338028169014086, -0.4647887323943662, -3.517601609054266e-05, 0.07981220657276995, -0.6056338028169014, -0.00017925494359866513, 0.107981220657277, -0.48826291079812206, -0.0002151249243805158, 0.11267605633802817, -0.38967136150234744, -0.00019047007870400415, -0.07511737089201878, -0.4084507042253521, -5.968862957132214e-05, -0.028169014084507043, -0.5164319248826291, -0.00018856692758138712, 0.014084507042253521, -0.40375586854460094, -0.0001939547467305119, 0.028169014084507043, -0.29577464788732394, -0.00016347860152906616]"
1375,1375,PEACE,"[0.0, 0.0, 0.0, 0.15, -0.11818181818181818, -9.179704555541754e-05, 0.22727272727272727, -0.32727272727272727, -0.00010182344426293742, 0.16818181818181818, -0.509090909090909, -0.00010970199298260364, 0.05909090909090909, -0.6272727272727273, -0.000111197824035969, 0.2909090909090909, -0.45454545454545453, 1.4344538513455517e-06, 0.39090909090909093, -0.6636363636363637, -4.5739440116805824e-05, 0.44545454545454544, -0.7909090909090909, -7.68996435181438e-05, 0.4818181818181818, -0.9, -9.269154702206027e-05, 0.17272727272727273, -0.4818181818181818, -3.603770827903025e-06, 0.2409090909090909, -0.7318181818181818, -6.587011726550558e-05, 0.2818181818181818, -0.8772727272727273, -0.0001089447345971838, 0.31363636363636366, -1.0, -0.00012137628232021701, 0.045454545454545456, -0.4590909090909091, -2.3811577096017284e-05, 0.06818181818181818, -0.5863636363636363, -0.00016901427866868474, 0.09090909090909091, -0.4636363636363636, -0.0002076782538858104, 0.09545454545454546, -0.36818181818181817, -0.0001818415368871032, -0.07727272727272727, -0.39545454545454545, -4.730788893128461e-05, -0.03636363636363636, -0.5, -0.00017942287522768912, 0.00909090909090909, -0.38181818181818183, -0.0001853731120900451, 0.022727272727272728, -0.2727272727272727, -0.00015261226574613768]"
1376,1376,PEACE,"[0.0, 0.0, 0.0, 0.15178571428571427, -0.10267857142857142, -8.309353837405402e-05, 0.22767857142857142, -0.3125, -9.63485536557483e-05, 0.17410714285714285, -0.5, -0.00010812631671111969, 0.0625, -0.6160714285714286, -0.00011537353637157212, 0.29017857142857145, -0.45089285714285715, -1.876616513816844e-05, 0.39732142857142855, -0.6651785714285714, -6.90631679451619e-05, 0.45535714285714285, -0.7946428571428571, -9.79243265058573e-05, 0.4955357142857143, -0.9017857142857143, -0.00011211404040650004, 0.16964285714285715, -0.48214285714285715, -2.903825191908587e-05, 0.25, -0.7366071428571429, -9.473761506306744e-05, 0.30357142857142855, -0.8839285714285714, -0.00013750716574152072, 0.3392857142857143, -1.0, -0.00015079038679261764, 0.044642857142857144, -0.45535714285714285, -5.1054108481401226e-05, 0.06696428571428571, -0.5982142857142857, -0.00019523205231537183, 0.08928571428571429, -0.48660714285714285, -0.00023470690802466061, 0.09375, -0.39732142857142855, -0.00021328983159131707, -0.08035714285714286, -0.39732142857142855, -7.484939610513663e-05, -0.03125, -0.4955357142857143, -0.0002081536873768743, 0.013392857142857142, -0.3705357142857143, -0.00021616356044137523, 0.03125, -0.26339285714285715, -0.0001866467549458406]"
1377,1377,PEACE,"[0.0, 0.0, 0.0, 0.14977973568281938, -0.09251101321585903, -8.178333676835988e-05, 0.22466960352422907, -0.3039647577092511, -0.00010000883542995569, 0.17180616740088106, -0.4889867841409692, -0.00011818862133328559, 0.06167400881057269, -0.6079295154185022, -0.00013192269174514836, 0.29955947136563876, -0.44933920704845814, -2.221600848846447e-05, 0.4052863436123348, -0.6607929515418502, -7.707761406612765e-05, 0.4669603524229075, -0.788546255506608, -0.00010802835975688933, 0.5066079295154186, -0.8942731277533039, -0.00012258617883188557, 0.18061674008810572, -0.4801762114537445, -3.5405733163692365e-05, 0.2599118942731278, -0.73568281938326, -0.00010443992874672707, 0.31277533039647576, -0.8810572687224669, -0.00014469037754396983, 0.34801762114537443, -1.0, -0.00015468876130757302, 0.05286343612334802, -0.4581497797356828, -6.009932864713197e-05, 0.07488986784140969, -0.5947136563876652, -0.00020507245922380557, 0.09251101321585903, -0.4669603524229075, -0.00023382017982665612, 0.09251101321585903, -0.3700440528634361, -0.0002032449171404266, -0.07488986784140969, -0.3964757709251101, -8.700108995498488e-05, -0.030837004405286344, -0.4889867841409692, -0.00021839559072941883, 0.00881057268722467, -0.36123348017621143, -0.00021865709954398268, 0.022026431718061675, -0.2511013215859031, -0.0001822477696748342]"
1378,1378,PEACE,"[0.0, 0.0, 0.0, 0.14655172413793102, -0.09482758620689655, -7.833807234853676e-05, 0.22413793103448276, -0.29310344827586204, -9.576502050795601e-05, 0.1724137931034483, -0.47413793103448276, -0.00011171831126590396, 0.06465517241379311, -0.5862068965517241, -0.00012531573325629035, 0.3017241379310345, -0.4525862068965517, -2.8449255638232162e-05, 0.41379310344827586, -0.6551724137931034, -7.735984644218936e-05, 0.47844827586206895, -0.7801724137931034, -0.00010841109648837267, 0.521551724137931, -0.8836206896551724, -0.00012652610737164642, 0.1810344827586207, -0.4827586206896552, -4.328082254839525e-05, 0.27155172413793105, -0.7370689655172413, -9.67831808840115e-05, 0.3232758620689655, -0.8836206896551724, -0.00013389085374749081, 0.3577586206896552, -1.0, -0.00014831417420277477, 0.05603448275862069, -0.45689655172413796, -6.874766573543348e-05, 0.07327586206896551, -0.625, -0.00019447623739445174, 0.09482758620689655, -0.5517241379310345, -0.0002334994240205572, 0.09482758620689655, -0.4827586206896552, -0.00022288737260038653, -0.06896551724137931, -0.3879310344827586, -9.643300359595608e-05, -0.03017241379310345, -0.47413793103448276, -0.00022452473403027515, 0.01293103448275862, -0.3577586206896552, -0.00023643909555547365, 0.03017241379310345, -0.25, -0.00021472042831343992]"
1379,1379,PEACE,"[0.0, 0.0, 0.0, 0.15319148936170213, -0.08936170212765958, -7.56216305765694e-05, 0.23404255319148937, -0.28936170212765955, -9.618463856286132e-05, 0.17446808510638298, -0.46382978723404256, -0.00011758598746314903, 0.06808510638297872, -0.5787234042553191, -0.00013638460285029453, 0.31063829787234043, -0.4595744680851064, -3.030392786784316e-05, 0.4297872340425532, -0.6595744680851063, -8.512573385669771e-05, 0.4978723404255319, -0.7787234042553192, -0.00011860809615495298, 0.5404255319148936, -0.8808510638297873, -0.00013760610176071148, 0.18723404255319148, -0.49361702127659574, -5.0512028636323056e-05, 0.2765957446808511, -0.7404255319148936, -0.00011255431711851223, 0.32340425531914896, -0.8851063829787233, -0.00015101186801955995, 0.3574468085106383, -1.0, -0.00016451900973142402, 0.059574468085106386, -0.46382978723404256, -8.168052990563313e-05, 0.08085106382978724, -0.6212765957446809, -0.00021960454447649837, 0.09361702127659574, -0.5148936170212766, -0.0002557695358755735, 0.09361702127659574, -0.425531914893617, -0.00023788660476993948, -0.06808510638297872, -0.39574468085106385, -0.00011473377839225345, -0.02553191489361702, -0.4723404255319149, -0.0002493564248483226, 0.01702127659574468, -0.34893617021276596, -0.00026002798655109144, 0.03404255319148936, -0.23829787234042554, -0.00023457190487156465]"
1380,1380,PEACE,"[0.0, 0.0, 0.0, 0.14754098360655737, -0.08196721311475409, -7.325806044132635e-05, 0.22950819672131148, -0.26639344262295084, -9.461381380887935e-05, 0.18442622950819673, -0.4385245901639344, -0.0001186049505136799, 0.08196721311475409, -0.5532786885245902, -0.00014009420362864992, 0.3073770491803279, -0.45081967213114754, -2.5168175380055473e-05, 0.4262295081967213, -0.6352459016393442, -8.261872256845376e-05, 0.5, -0.75, -0.00011797313975230244, 0.5491803278688525, -0.8483606557377049, -0.00013865917294941617, 0.1885245901639344, -0.47950819672131145, -5.013196973251167e-05, 0.26229508196721313, -0.7336065573770492, -0.00011843141152934602, 0.3073770491803279, -0.8770491803278688, -0.00016040989106031367, 0.3360655737704918, -1.0, -0.0001757390636813215, 0.06147540983606557, -0.45081967213114754, -8.628977477763171e-05, 0.0860655737704918, -0.5983606557377049, -0.00023289813171368783, 0.0942622950819672, -0.48360655737704916, -0.00026777860494634794, 0.09016393442622951, -0.3975409836065574, -0.00024656959595462964, -0.06147540983606557, -0.3770491803278688, -0.00012401737745880732, -0.01639344262295082, -0.45901639344262296, -0.00026333579930826916, 0.020491803278688523, -0.3319672131147541, -0.0002718679354984022, 0.03278688524590164, -0.22131147540983606, -0.0002439894965361146]"
1381,1381,PEACE,"[0.0, 0.0, 0.0, 0.14516129032258066, -0.08064516129032258, -8.696751556941206e-05, 0.23387096774193547, -0.25806451612903225, -0.00011641168434184032, 0.18951612903225806, -0.4314516129032258, -0.00014769240621007845, 0.08870967741935484, -0.5564516129032258, -0.00017566968184215995, 0.3185483870967742, -0.45564516129032256, -3.28211984351913e-05, 0.4435483870967742, -0.6370967741935484, -9.647770852943208e-05, 0.5161290322580645, -0.75, -0.00013655285689510272, 0.5685483870967742, -0.8508064516129032, -0.00015962071063909428, 0.1975806451612903, -0.4838709677419355, -5.357276280812306e-05, 0.27419354838709675, -0.7298387096774194, -0.00013098276678964602, 0.3225806451612903, -0.875, -0.0001792194628993024, 0.35080645161290325, -1.0, -0.00019730106064279822, 0.06854838709677419, -0.45161290322580644, -8.706693425425226e-05, 0.09274193548387097, -0.5806451612903226, -0.00024645981116531946, 0.0967741935483871, -0.45161290322580644, -0.00028408159299614556, 0.08870967741935484, -0.3548387096774194, -0.00025944369462600265, -0.056451612903225805, -0.375, -0.0001229722810693961, -0.016129032258064516, -0.45161290322580644, -0.000272048664990804, 0.020161290322580645, -0.3185483870967742, -0.0002823423931520467, 0.036290322580645164, -0.2056451612903226, -0.00025193140639784463]"
1382,1382,PEACE,"[0.0, 0.0, 0.0, 0.14741035856573706, -0.06772908366533864, -8.439566027258103e-05, 0.24302788844621515, -0.23904382470119523, -0.00011800330733297911, 0.21115537848605578, -0.41434262948207173, -0.00015456523575530664, 0.11553784860557768, -0.5418326693227091, -0.00018749548107404237, 0.3346613545816733, -0.44223107569721115, -4.2126780056332065e-05, 0.47410358565737054, -0.6215139442231076, -0.00011201075489677361, 0.5537848605577689, -0.7330677290836654, -0.00015453378599378296, 0.6135458167330677, -0.8326693227091634, -0.00017771199308443434, 0.2151394422310757, -0.47410358565737054, -6.516082138079177e-05, 0.30278884462151395, -0.7250996015936255, -0.00014851401370734888, 0.3545816733067729, -0.8764940239043825, -0.0001975384481484632, 0.3904382470119522, -1.0, -0.00021535490873225263, 0.08366533864541832, -0.450199203187251, -9.980994681100527e-05, 0.11952191235059761, -0.5737051792828686, -0.00026049736805545937, 0.11553784860557768, -0.43824701195219123, -0.00029320152832592233, 0.099601593625498, -0.3386454183266932, -0.00026474226956248366, -0.043824701195219126, -0.38247011952191234, -0.00013684319866505833, 0.00398406374501992, -0.44621513944223107, -0.0002839064689356453, 0.035856573705179286, -0.3107569721115538, -0.0002895416012883147, 0.04780876494023904, -0.1952191235059761, -0.0002553294256948815]"
1383,1383,PEACE,"[0.0, 0.0, 0.0, 0.14901960784313725, -0.06274509803921569, -8.483254833177567e-05, 0.25098039215686274, -0.23137254901960785, -0.00011798117481823604, 0.21176470588235294, -0.403921568627451, -0.00015395931268068463, 0.11764705882352941, -0.5333333333333333, -0.00018550384377360887, 0.34901960784313724, -0.44313725490196076, -3.747363765078975e-05, 0.48627450980392156, -0.611764705882353, -0.00010772780267260196, 0.5647058823529412, -0.7176470588235294, -0.00015222621997995078, 0.6235294117647059, -0.8156862745098039, -0.0001786416691270817, 0.22745098039215686, -0.47843137254901963, -6.197271346674789e-05, 0.3137254901960784, -0.7254901960784313, -0.0001483333646629659, 0.36470588235294116, -0.8705882352941177, -0.00019988035261259902, 0.403921568627451, -1.0, -0.00021949726383688946, 0.09411764705882353, -0.4549019607843137, -9.860861341956158e-05, 0.12941176470588237, -0.5803921568627451, -0.0002632269857523776, 0.12941176470588237, -0.44313725490196076, -0.00029768001898459903, 0.11372549019607843, -0.3411764705882353, -0.0002701311904388604, -0.03529411764705882, -0.38823529411764707, -0.00013790746044507757, 0.01568627450980392, -0.43529411764705883, -0.0002916171747642693, 0.043137254901960784, -0.2980392156862745, -0.0003030222021444459, 0.050980392156862744, -0.19215686274509805, -0.0002725564274680669]"
1384,1384,PEACE,"[0.0, 0.0, 0.0, 0.14960629921259844, -0.06299212598425197, -8.85536096190455e-05, 0.25196850393700787, -0.22440944881889763, -0.00012425717316843268, 0.2204724409448819, -0.3937007874015748, -0.0001614718552612495, 0.1377952755905512, -0.5275590551181102, -0.0001939626052586663, 0.3661417322834646, -0.4330708661417323, -4.442526906006792e-05, 0.5118110236220472, -0.5984251968503937, -0.00011514377111389755, 0.5984251968503937, -0.7007874015748031, -0.00016065894998533393, 0.6614173228346457, -0.8031496062992126, -0.00018891727154279192, 0.24803149606299213, -0.4763779527559055, -6.666098052456497e-05, 0.33858267716535434, -0.7204724409448819, -0.00015018086702904237, 0.3937007874015748, -0.8700787401574803, -0.0002012441838079162, 0.4330708661417323, -1.0, -0.00022310308729199787, 0.11023622047244094, -0.4566929133858268, -0.00010098477867978638, 0.14566929133858267, -0.594488188976378, -0.00025838843567264235, 0.1377952755905512, -0.4645669291338583, -0.0002937625603610687, 0.1220472440944882, -0.3700787401574803, -0.0002717745477018006, -0.023622047244094488, -0.38976377952755903, -0.00013893038766220672, 0.023622047244094488, -0.42913385826771655, -0.0002894615513800248, 0.04330708661417323, -0.2952755905511811, -0.0003042962440083897, 0.047244094488188976, -0.1889763779527559, -0.0002788327408316179]"
1385,1385,PEACE,"[0.0, 0.0, 0.0, 0.1484375, -0.05859375, -9.041510415053189e-05, 0.25390625, -0.21484375, -0.0001269318985033241, 0.2265625, -0.37890625, -0.0001642024820649457, 0.140625, -0.51171875, -0.00019693106363782853, 0.3671875, -0.421875, -4.6238880113458336e-05, 0.51953125, -0.58203125, -0.00011919607126409382, 0.60546875, -0.6875, -0.00016692949642682642, 0.671875, -0.78515625, -0.00019681291663808942, 0.25, -0.47265625, -6.748378868004501e-05, 0.34765625, -0.71875, -0.00015377481244294167, 0.40234375, -0.8671875, -0.00020828173213893741, 0.44140625, -1.0, -0.00023202006772415906, 0.1171875, -0.4609375, -0.00010063183648534313, 0.15625, -0.59765625, -0.0002566876886158642, 0.15234375, -0.48046875, -0.0002949841967530009, 0.13671875, -0.390625, -0.0002766328928738293, -0.015625, -0.3984375, -0.00013764859826559395, 0.03125, -0.42578125, -0.0002866828238803354, 0.046875, -0.29296875, -0.00030331167576158613, 0.046875, -0.19140625, -0.0002802214533768055]"
1386,1386,PEACE,"[0.0, 0.0, 0.0, 0.15139442231075698, -0.04780876494023904, -9.08694737235005e-05, 0.26693227091633465, -0.199203187250996, -0.000131858902244653, 0.23904382470119523, -0.3705179282868526, -0.00017577118462890233, 0.14741035856573706, -0.50199203187251, -0.0002146301478277731, 0.3904382470119522, -0.41434262948207173, -4.944184123397314e-05, 0.5537848605577689, -0.5737051792828686, -0.00013173627934247816, 0.6533864541832669, -0.6733067729083665, -0.00018434987514732334, 0.7330677290836654, -0.7649402390438247, -0.00021485660392089634, 0.2749003984063745, -0.4701195219123506, -7.362814007879694e-05, 0.3745019920318725, -0.7171314741035857, -0.00017078515813760038, 0.43824701195219123, -0.8685258964143426, -0.0002298315585146004, 0.4860557768924303, -1.0, -0.0002539252074602682, 0.13545816733067728, -0.46215139442231074, -0.00010976331497683434, 0.17131474103585656, -0.5657370517928287, -0.00027810652688319904, 0.1593625498007968, -0.42231075697211157, -0.0003126280351475507, 0.1394422310756972, -0.3187250996015936, -0.0002848529534047435, -0.00398406374501992, -0.4103585657370518, -0.00014982438928217492, 0.043824701195219126, -0.4262948207171315, -0.00030131597595025786, 0.055776892430278883, -0.28286852589641437, -0.00031090398267085773, 0.055776892430278883, -0.1752988047808765, -0.00027934169066494647]"
